"1","2024-10-29 10:07:28","出门双地铁 层高4.9米 朝南 好出租","52","8798","1室1厅","中楼层/共18层","南","复式/精装","59.11平米","板楼","江信国际花园","红谷滩","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-e1zGaz9OT6Qxa3N5PlMri7/93d3a391a640331676859d9f6603bbb6/1718784297_0/pc0_8Ps9OWl0i.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103131867602.html"
"2","2024-10-29 10:07:32","永通澄湖国际商业街 看房方便，户型方正，","80","7583","4室2厅","中楼层/共10层","南","平层/毛坯","105.5平米","塔楼","永通澄湖国际商业街","南昌县","https://vrlab-image4.ljcdn.com/release/auto3dhd/aa56df1e21e41749b38b8fb3bf72aa39/screenshot/1584762155_3/pc0_BYwoM1xsb.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103124989194.html"
"3","2024-10-29 10:07:37","九龙湖近地铁 前面洋房中高楼层视野无挡 央企华润物业","90","8005","3室2厅","中楼层/共32层","南","平层/毛坯","112.44平米","塔楼","正荣华润玲珑府","红谷滩","https://vrlab-image4.ljcdn.com/release/auto3dhd/4b1ad9a0bdff398071c47b6842a960df/screenshot/1688093253_3/pc0_gv2TopbPQ.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103127135204.html"
"4","2024-10-29 10:07:41","银凯公元九珑 滨水公园旁 70年产权.房东诚心.户型方正","26","4508","1室1厅","高楼层/共22层","南","精装","57.68平米","板楼","银凯公元·九珑","新建区","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-oJrrhVPXEEjdbB56vktWTa/6af43b6ac9d13fb91695eb1090559b1b/1713321459_1/pc0_Vpsa6zxbu.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103132486633.html"
"5","2024-10-29 10:07:44","交通便利，好户型，好位置，出行方便","35","4003","2室2厅","低楼层/共11层","南 北","平层/毛坯","87.45平米","板塔结合","金沙逸都","南昌县","https://vrlab-image4.ljcdn.com/release/auto3dhd/48666ba29f4fd9b874f524794b83db05/screenshot/1656466545_0/pc0_E1oPlk5wu.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103121145672.html"
"6","2024-10-29 10:07:49","师大南路地铁站 火车站 中间楼层 方正户型","35","5130","2室1厅","中楼层/共7层","南","平层/简装","68.23平米","板塔结合","半边街社区","青山湖区","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-f-Mwq39P1rxSgDj0e6P4na/a8a70aa2e4cb3fad9ff2ea92a9dae732/1721525867_4/pc0_AEXEzkerB.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103129423497.html"
"7","2024-10-29 10:07:52","楼层好 地铁口，得房率高，户型方正，采光好","45.8","6434","3室1厅","低楼层/共8层","南","平层/精装","71.19平米","板楼","新魏路社区","青山湖区","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-w2IscyfO_5g_T9lIQ4yYDy/9be77c1d2345ca969a91f5e440646a45/1723342469_0/pc0_vaFwRZceN.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103135037861.html"
"8","2024-10-29 10:07:56","次新房 全新一天未住 带空调 通透户型","135","10706","3室2厅","低楼层/共33层","南 北","平层/精装","126.1平米","板楼","新力渥园","高新区","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-tEN8ypMEzqcEU3q10Md_fX/b606fd34284310f98f36e2423b042ff8/1720496960_2/pc0_pcaS64cY4.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103134329441.html"
"9","2024-10-29 10:07:59","绿地国际博览城二期博隆 3室1厅 南","99","10413","3室1厅","高楼层/共32层","南","平层/精装","95.08平米","板楼","绿地国际博览城二期博隆","红谷滩","https://vrlab-image4.ljcdn.com/release/auto3dhd/b6fb35a316f92cb759cab58521009362/screenshot/1636766516_2/pc0_WNqnYfbRN.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103136042552.html"
"10","2024-10-29 10:08:03","新上房源，边户，户型方正，开发商精装修。","78","6396","3室2厅","中楼层/共17层","南 北","平层/精装","121.97平米","暂无数据","恒大林溪府","湾里区","https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-CP6eTpskv2XzNo267rx8RB/894516d97b9b9ca072b029dbad725e7e/1726368419_12/pc0_XNVG5JZCj.jpg?imageMogr2/quality/70/thumbnail/1024x","https://nc.lianjia.com/ershoufang/103135991419.html"
